DOI,Evidence,Licence,OA Status,Title,Authors,Author count,Author count>20,WoS/Scopus Authors,Local author count from WoS/Scopus,Local authors,Corresponding author,Local reprint authors,Corresponding author is local,Journal,Year,Publisher,Is OA,Genre,OA Journal,Version,Host of best version,Green version available,Repositories,Number of repositories,In local repository,In DOAJ,ISSNs,Archive accepted manuscript,Embargo,Archive published version,Published version embargo,Sherpa/Romeo Link,Scopus citations,Crossref citations,Free text url,In WoS,In Scopus,APC charged in DOAJ,DOAJ Currency,DOAJ APC,Publisher Currency,Publisher APC,USD APC,Altmetric,Media stories,Policy documents,Tweets,Altmetric link,Funders,Crossref funders,WoS Subjects,Crossref subjects
10.1111/gcb.15333,open (via crossref license),,hybrid,Projecting the continental accumulation of alien species through to 2050,"Seebens, Hanno: Senckenberg Biodiversity and Climate Research Centre (SBiK-F) Frankfurt am Main Germany; Bacher, Sven: Department of Biology University of Fribourg Fribourg Switzerland; Blackburn, Tim M.: Department of Genetics, Evolution and Environment Centre for Biodiversity and Environment Research University College London London UK, Institute of Zoology Zoological Society of London London UK, Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Stellenbosch South Africa; Capinha, César: Centro de Estudos Geográficos Instituto de Geografia e Ordenamento do Território – IGOTUniversidade de Lisboa Lisbon Portugal; Dawson, Wayne: Department of Biosciences Durham University Durham UK; Dullinger, Stefan: Department of Botany and Biodiversity Research University of Vienna Vienna Austria; Genovesi, Piero: Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Stellenbosch South Africa, Institute for Environmental Protection and Research (ISPRA) Rome Italy, Chair IUCN Species Survival Commission Invasive Species Specialist Group (ISSG) Rome Italy; Hulme, Philip E.: Bio-Protection Research Centre Lincoln University Christchurch New Zealand; Kleunen, Mark: Ecology Department of Biology University of Konstanz Konstanz Germany, Zhejiang Provincial Key Laboratory of Plant Evolutionary Ecology and Conservation Taizhou University Taizhou China; Kühn, Ingolf: Department of Community Ecology Helmholtz Centre for Environmental Research – UFZ Halle Germany, Geobotany and Botanical Garden Martin Luther University Halle-Wittenberg Halle Germany, German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig Leipzig Germany; Jeschke, Jonathan M.: Leibniz-Institute of Freshwater Ecology and Inland Fisheries (IGB) Berlin Germany, Department of Biology, Chemistry, Pharmacy Institute of Biology Freie Universität Berlin Berlin Germany, Berlin-Brandenburg Institute of Advanced Biodiversity Research (BBIB) Berlin Germany; Lenzner, Bernd: Department of Botany and Biodiversity Research University of Vienna Vienna Austria; Liebhold, Andrew M.: USDA Forest Service Northern Research Station Morgantown WV USA, Faculty of Forestry and Wood Sciences Czech University of Life Sciences Prague Praha-Suchdol Czech Republic; Pattison, Zarah: School of Natural and Environmental Sciences Newcastle University Newcastle upon Tyne UK; Pergl, Jan: Department of Invasion Ecology Institute of Botany Czech Academy of Sciences Průhonice Czech Republic; Pyšek, Petr: Department of Invasion Ecology Institute of Botany Czech Academy of Sciences Průhonice Czech Republic, Department of Ecology Faculty of Science Charles University Prague Czech Republic; Winter, Marten: German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig Leipzig Germany; Essl, Franz: Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Stellenbosch South Africa, Department of Botany and Biodiversity Research University of Vienna Vienna Austria",18,No,"[Seebens, Hanno] Senckenberg Biodivers & Climate Res Ctr SBiK F, Senckenberganlage 25, D-60325 Frankfurt, Germany; [Bacher, Sven] Univ Fribourg, Dept Biol, Fribourg, Switzerland; [Blackburn, Tim M.] UCL, Dept Genet Evolut & Environm, Ctr Biodivers & Environm Res, London, England; [Blackburn, Tim M.] Zool Soc London, Inst Zool, London, England; [Blackburn, Tim M.; Genovesi, Piero; Essl, Franz] Stellenbosch Univ, Ctr Invas Biol, Dept Bot & Zool, Stellenbosch, South Africa; [Capinha, Cesar] Univ Lisbon, Ctr Estudos Geog, Inst Geog & Ordenamento Terr IGOT, Lisbon, Portugal; [Dawson, Wayne] Univ Durham, Dept Biosci, Durham, England; [Dullinger, Stefan; Lenzner, Bernd; Essl, Franz] Univ Vienna, Dept Bot & Biodivers Res, Vienna, Austria; [Genovesi, Piero] Inst Environm Protect & Res ISPRA, Rome, Italy; [Genovesi, Piero] Chair IUCN Species Survival Commission Invas Spec, Rome, Italy; [Hulme, Philip E.] Lincoln Univ, Bioprotect Res Ctr, Christchurch, New Zealand; [van Kleunen, Mark] Univ Konstanz, Dept Biol, Ecol, Constance, Germany; [Seebens, Hanno; van Kleunen, Mark] Taizhou Univ, Zhejiang Prov Key Lab Plant Evolutionary Ecol & C, Taizhou, Peoples R China; [Kuehn, Ingolf] UFZ Helmholtz Ctr Environm Res, Dept Community Ecol, Halle, Germany; [Kuehn, Ingolf] Martin Luther Univ Halle Wittenberg, Geobot & Bot Garden, Halle, Germany; [Kuehn, Ingolf; Winter, Marten] German Ctr Integrat Biodivers Res iDiv, Leipzig, Germany; [Jeschke, Jonathan M.] Leibniz Inst Freshwater Ecol & Inland Fisheries I, Berlin, Germany; [Jeschke, Jonathan M.] Free Univ Berlin, Dept Biol, Chem, Inst Biol,Pharm, Berlin, Germany; [Jeschke, Jonathan M.] Berlin Brandenburg Inst Adv Biodivers Res BBIB, Berlin, Germany; [Liebhold, Andrew M.] US Forest Serv, USDA, Northern Res Stn, Morgantown, WV USA; [Liebhold, Andrew M.] Czech Univ Life Sci Prague, Fac Forestry & Wood Sci, Prague, Czech Republic; [Pattison, Zarah] Newcastle Univ, Sch Nat & Environm Sci, Newcastle Upon Tyne, Tyne & Wear, England; [Pergl, Jan; Pysek, Petr] Czech Acad Sci, Inst Bot, Dept Invas Ecol, Pruhonice, Czech Republic; [Pysek, Petr] Charles Univ Prague, Fac Sci, Dept Ecol, Prague, Czech Republic ",1,"Seebens, Hanno, Bacher, Sven, Blackburn, Tim M., Genovesi, Piero, Essl, Franz, Capinha, Cesar, Dawson, Wayne, Dullinger, Stefan, Lenzner, Bernd, Hulme, Philip E.","Seebens, H (corresponding author), Senckenberg Biodivers & Climate Res Ctr SBiK F, Senckenberganlage 25, D-60325 Frankfurt, Germany.",,No,Global Change Biology,2020,Wiley,true,journal-article,false,publishedVersion,publisher,Yes,eprint.ncl.ac.uk kops.uni-konstanz.de refubium.fu-berlin.de repositorio.ul.pt doc.rero.ch eprints.ucl.ac.uk.OAI2 dro.dur.ac.uk.OAI2 ,7,No,false,1354-1013 1365-2486 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/7003,,16,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/gcb.15333,Yes,No,,,,USD,4250,4250,501.84,50,0,176,http://www.altmetric.com/details.php?citation_id=91535855,"OP RDE [EVA4.0, CZ.02.1.01/0.0/0.0/16_019/000 0803]; Schweizerischer Nationalfonds zur Forderung der Wissenschaftlichen ForschungAustrian Science Fund (FWF) [31003A_179491, 31BD30_184114]; Bundesministerium fur Bildung und ForschungFederal Ministry of Education & Research (BMBF) [01LC1807A, 01LC1807B, 01LC1807C]; Austrian Science FundAustrian Science Fund (FWF) [I 4011-B32]; Fundacao para a Ciencia e a TecnologiaPortuguese Foundation for Science and TechnologyEuropean Commission [CEECIND/02037/2017, UIDB/00295/2020, UIDP/00295/2020]; Grantova Agentura Ceske RepublikyGrant Agency of the Czech Republic [19-28807X]; Akademie Ved Ceske Republiky [RVO 67985939]; Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG) [264740629, FZT 118, JE 288/9-2, SE 1891/2-1]; USDA Forest ServiceUnited States Department of Agriculture (USDA)United States Forest Service; Belmont Forum; Projekt DEAL",Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung; Bundesministerium für Bildung und Forschung; Austrian Science Fund; Grantová Agentura České Republiky; Akademie Věd České Republiky; Deutsche Forschungsgemeinschaft; U.S. Forest Service,Biodiversity & Conservation; Environmental Sciences & Ecology,Ecology; Global and Planetary Change; General Environmental Science; Environmental Chemistry
10.1007/s11368-020-02759-0,,,closed,"Plastic contamination of forest, urban, and agricultural soils: a case study of Yeoju City in the Republic of Korea","Choi, Yu Ri; Kim, Young-Nam; Yoon, Jung-Hwan; Dickinson, Nicholas; Kim, Kye-Hoon",5,No,"[Choi, Yu Ri; Kim, Young-Nam; Yoon, Jung-Hwan; Kim, Kye-Hoon] Univ Seoul, Dept Environm Hort, Seoul 02504, South Korea; [Dickinson, Nicholas] Lincoln Univ, Fac Agr & Life Sci, Christchurch 7647, New Zealand ",1,"Choi, Yu Ri, Kim, Young-Nam, Yoon, Jung-Hwan, Kim, Kye-Hoon, Dickinson, Nicholas,","Kim, KH (corresponding author), Univ Seoul, Dept Environm Hort, Seoul 02504, South Korea.",,No,Journal of Soils and Sediments,2020,Springer Science and Business Media LLC,false,journal-article,false,,,No,,0,No,false,1439-0108 1614-7480 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/8079,,3,,Yes,No,,,,USD,3000,3000,0,0,0,0,,University of Seoul [201904301118],University of Seoul,Environmental Sciences & Ecology; Agriculture,Earth-Surface Processes; Stratigraphy
10.1111/1365-2745.13477,,,closed,Limited evidence for a consistent seed mass-dispersal trade-off in wind-dispersed pines,"Wyse, Sarah V.: Bio-Protection Research Centre Lincoln University Lincoln New Zealand; Hulme, Philip E.: Bio-Protection Research Centre Lincoln University Lincoln New Zealand; Bogdziewicz, Michał",3,No,"[Wyse, Sarah V.; Hulme, Philip E.] Lincoln Univ, Bioprotect Res Ctr, Lincoln, New Zealand ",1,"Wyse, Sarah V., Hulme, Philip E.,","Wyse, SV (corresponding author), Lincoln Univ, Bioprotect Res Ctr, Lincoln, New Zealand.","Wyse, SV",Yes,Journal of Ecology,2020,Wiley,false,journal-article,false,,,No,,0,No,false,0022-0477 1365-2745 ,Yes,24 months,No,,https://v2.sherpa.ac.uk/id/publication/3270,,2,,Yes,No,,,,USD,3000,3000,5.08,0,0,0,http://www.altmetric.com/details.php?citation_id=88240714,"Ministry of Business, Innovation and EmploymentNew Zealand Ministry of Business, Innovation and Employment (MBIE) [C09X1611]","Ministry of Business, Innovation and Employment",Plant Sciences; Environmental Sciences & Ecology,Plant Science; Ecology; Ecology;  Evolution;  Behavior and Systematics
10.3390/jrfm13080169,oa journal (via doaj),cc-by,gold,Performance Dynamics of International Exchange-Traded Funds,"Bahadar, Stephen; Gan, Christopher; Nguyen, Cuong",3,No,"[Bahadar, Stephen; Gan, Christopher; Nguyen, Cuong] Lincoln Univ, Dept Financial & Business Syst, 21 Ellesmere Junct Rd, Christchurch 7674, New Zealand ",1,"Bahadar, Stephen, Gan, Christopher, Nguyen, Cuong,","Bahadar, S (corresponding author), Lincoln Univ, Dept Financial & Business Syst, 21 Ellesmere Junct Rd, Christchurch 7674, New Zealand.","Bahadar, S",Yes,Journal of Risk and Financial Management,2020,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,TRUE,1911-8074 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/25583,,0,https://www.mdpi.com/1911-8074/13/8/169/pdf,Yes,No,Yes,CHF,350,,,389,0,0,0,0,,,,Business & Economics,
10.1111/ijfs.14619,,,closed,Comparison of lignans and phenolic acids in different varieties of germinated flaxseed ( Linum usitatissimum L.),"Wu, Yixin: School of Food Science and Engineering Ministry of Education Engineering Research Centre of Starch &amp; Protein Processing Guangdong Province Key Laboratory for Green Processing of Natural Products and Product Safety Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center) South China University of Technology Guangzhou510640China; Wang, Hong: School of Food Science and Engineering Ministry of Education Engineering Research Centre of Starch &amp; Protein Processing Guangdong Province Key Laboratory for Green Processing of Natural Products and Product Safety Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center) South China University of Technology Guangzhou510640China; Wang, Yufu: Institute of Bast Fiber Crops Chinese Academy of Agricultural Sciences Changsha410205China; Brennan, Charles Stephen: School of Food Science and Engineering Ministry of Education Engineering Research Centre of Starch &amp; Protein Processing Guangdong Province Key Laboratory for Green Processing of Natural Products and Product Safety Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center) South China University of Technology Guangzhou510640China, Department of Wine Food Molecular Biosciences Lincoln University Lincoln7647New Zealand; Anne Brennan, Margaret: Department of Wine Food Molecular Biosciences Lincoln University Lincoln7647New Zealand; Qiu, Caisheng: Institute of Bast Fiber Crops Chinese Academy of Agricultural Sciences Changsha410205China; Guo, Xinbo: School of Food Science and Engineering Ministry of Education Engineering Research Centre of Starch &amp; Protein Processing Guangdong Province Key Laboratory for Green Processing of Natural Products and Product Safety Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center) South China University of Technology Guangzhou510640China",7,No,"[Wu, Yixin; Wang, Hong; Brennan, Charles Stephen; Guo, Xinbo] South China Univ Technol, Overseas Expertise Intro Ctr Discipline Innovat F, Guangdong Prov Key Lab Green Proc Nat Prod & Prod, Sch Food Sci & Engn,Minist Educ,Engn Res Ctr Star, Guangzhou 510640, Peoples R China; [Wang, Yufu; Qiu, Caisheng] Chinese Acad Agr Sci, Inst Bast Fiber Crops, Changsha 410205, Peoples R China; [Brennan, Charles Stephen; Brennan, Margaret Anne] Lincoln Univ, Dept Wine Food Mol Biosci, Lincoln 7647, New Zealand ",1,"Wu, Yixin, Wang, Hong, Brennan, Charles Stephen, Guo, Xinbo, Wang, Yufu, Qiu, Caisheng, Brennan, Margaret Anne,","Guo, XB (corresponding author), South China Univ Technol, Overseas Expertise Intro Ctr Discipline Innovat F, Guangdong Prov Key Lab Green Proc Nat Prod & Prod, Sch Food Sci & Engn,Minist Educ,Engn Res Ctr Star, Guangzhou 510640, Peoples R China.; Qiu, CS (corresponding author), Chinese Acad Agr Sci, Inst Bast Fiber Crops, Changsha 410205, Peoples R China.",,No,International Journal of Food Science & Technology,2020,Wiley,false,journal-article,false,,,No,,0,No,false,0950-5423 1365-2621 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/7735,,0,,Yes,No,,,,USD,3300,3300,1,0,0,0,http://www.altmetric.com/details.php?citation_id=86630541,National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [31401469]; Natural Science Foundation of Guangdong ProvinceNational Natural Science Foundation of Guangdong Province [2020A1515010427]; China Agriculture Research System Fund [CARS-16-E13]; Agricultural Science and Technology Innovation Program in Chinese Academy of Agricultural Sciences [CAAS-ASTIP-2017-IBFC06],National Natural Science Foundation of China,Food Science & Technology,Food Science; Industrial and Manufacturing Engineering
10.1080/13504851.2020.1781766,,,closed,Internet use and willingness to participate in garbage classification: an investigation of Chinese residents,"Ma, Wanglin: Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Christchurch, New Zealand; Zhu, Zhongkun: National School of Development, Peking University, Beijing, China",2,No,"[Ma, Wanglin] Lincoln Univ, Fac Agribusiness & Commerce, Dept Global Value Chains & Trade, Christchurch, New Zealand; [Zhu, Zhongkun] Peking Univ, Natl Sch Dev, Beijing, Peoples R China ",1,"Ma, Wanglin","Zhu, ZK (corresponding author), Peking Univ, Natl Sch Dev, Beijing, Peoples R China.",,No,Applied Economics Letters,2020,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,1350-4851 1466-4291 ,Yes,18 months,No,,https://v2.sherpa.ac.uk/id/publication/4943,,1,,Yes,No,,,,USD,2950,2950,0,0,0,0,,National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [71903062]; Lincoln University commerce faculty seed fund project [INT5066],National Natural Science Foundation of China; Lincoln University commerce faculty seed fund project,Business & Economics,Economics and Econometrics
10.1080/1528008X.2020.1773371,,,closed,Predicting Tourist Loyalty toward Cultural Creative Attractions the Moderating Role of Demographic Factors,"Lu, Carol Y.: Department of International Business, Chung Yuan Christian University, Taoyuan, Taiwan; Dean, David: Faculty of Agribusiness and Commerce, Lincoln University, Lincoln, New Zealand; Suhartanto, Dwi: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Hussein, Ananda Sabil: Faculty of Economics and Business, Universitas Brawijaya, Malang, Indonesia; Kusdibyo, Lusianus: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Chen, Brendan T.: Department of Leisure Industry Management, National Chin-Yi University of Technology, Taichung, Taiwan; Gunawan, Arie Indra: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia",7,No,"[Lu, Carol Y.] Chung Yuan Christian Univ, Dept Int Business, Taoyuan, Taiwan; [Dean, David] Lincoln Univ, Fac Agribusiness & Commerce, Lincoln, New Zealand; [Suhartanto, Dwi; Kusdibyo, Lusianus; Gunawan, Arie Indra] Politekn Negeri Bandung, Dept Business Adm, Jl Gegerkalong Hilir, Bandung 40559, Indonesia; [Hussein, Ananda Sabil] Univ Brawijaya, Fac Econ & Business, Malang, Indonesia; [Suwatno] Univ Pendidikan Indonesia, Fac Econ & Business Educ, Bandung, Indonesia; [Chen, Brendan T.] Natl Chin Yi Univ Technol, Dept Leisure Ind Management, Taichung, Taiwan ",1,"Lu, Carol Y., Dean, David","Suhartanto, D (corresponding author), Politekn Negeri Bandung, Dept Business Adm, Jl Gegerkalong Hilir, Bandung 40559, Indonesia.",,No,Journal of Quality Assurance in Hospitality & Tourism,2020,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,1528-008X 1528-0098 ,Yes,18 months,No,,https://v2.sherpa.ac.uk/id/publication/5723,,1,,Yes,No,,,,USD,2950,2950,0,0,0,0,,Government of The Republic of Indonesia [B/138.1/PL1.R7/PG.00.03/2020],Government of The Republic of Indonesia,Social Sciences - Other Topics,Tourism;  Leisure and Hospitality Management
10.1080/01425692.2020.1766823,,,closed,Indebted: how families make college work at any cost,"Ingram, Nicola; Nissen, Sylvia; Burke, Penny Jane",3,No,"[Ingram, Nicola] Manchester Metropolitan Univ, Manchester, Lancs, England; [Nissen, Sylvia] Lincoln Univ, Fac Environm Soc & Design, Canterbury, New Zealand; [Burke, Penny Jane] Univ Newcastle, Callaghan, NSW, Australia ",1,"Ingram, Nicola, Nissen, Sylvia","Ingram, N (corresponding author), Manchester Metropolitan Univ, Manchester, Lancs, England.",,No,British Journal of Sociology of Education,2020,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,0142-5692 1465-3346 ,Yes,18 months,No,,https://v2.sherpa.ac.uk/id/publication/5017,,0,,Yes,No,,,,USD,2950,2950,10.8,0,0,18,http://www.altmetric.com/details.php?citation_id=83494732,,,Education & Educational Research; Sociology,Sociology and Political Science; Education
10.1080/13683500.2020.1772207,,,closed,"Attraction loyalty, destination loyalty, and motivation: agritourist perspective","Leo, Gundur: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Brien, Anthony: Department of Global Value Chains and Trade, Faculty of Agribusiness and Commerce, Lincoln University, Lincoln, New Zealand; Astor, Yackob: Department of Civil Engineering, Politeknik Negeri Bandung, Bandung, Indonesia; Najib, Mukhamad: Department of Management, Bogor Agricultural University, Bogor, Indonesia; Novianti, Syifaa: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Rafdinal, Wahyu: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia; Suhartanto, Dwi: Department of Business Administration, Politeknik Negeri Bandung, Bandung, Indonesia",7,No,"[Leo, Gundur; Novianti, Syifaa; Rafdinal, Wahyu; Suhartanto, Dwi] Politekn Negeri Bandung, Dept Business Adm, Bandung, Indonesia; [Brien, Anthony] Lincoln Univ, Fac Agribusiness & Commerce, Dept Global Value Chains & Trade, Lincoln, New Zealand; [Astor, Yackob] Politekn Negeri Bandung, Dept Civil Engn, Bandung, Indonesia; [Najib, Mukhamad] Bogor Agr Univ, Dept Management, Bogor, Indonesia ",1,"Leo, Gundur, Novianti, Syifaa, Rafdinal, Wahyu, Suhartanto, Dwi, Brien, Anthony","Suhartanto, D (corresponding author), Politekn Negeri Bandung, Dept Business Adm, Bandung, Indonesia.",,No,Current Issues in Tourism,2020,Informa UK Limited,false,journal-article,false,,,No,,0,No,false,1368-3500 1747-7603 ,Yes,18 months,No,,https://v2.sherpa.ac.uk/id/publication/19859,,2,,Yes,No,,,,USD,2950,2950,0.75,0,0,2,http://www.altmetric.com/details.php?citation_id=83443305,Government of The Republic of Indonesia [B/138.1/PL1.R7/PG.00.03/2020],,Social Sciences - Other Topics,Tourism;  Leisure and Hospitality Management; Geography;  Planning and Development
10.3390/jrfm13060111,oa journal (via doaj),cc-by,gold,Editorial for the Special Issue on Commercial Banking,"Gan, Christopher",1,No,"[Gan, Christopher] Lincoln Univ, Dept Financial & Business Syst, Fac Agribusiness & Commerce, POB 85084, Christchurch 7647, New Zealand ",1,"Gan, Christopher,","Gan, C (corresponding author), Lincoln Univ, Dept Financial & Business Syst, Fac Agribusiness & Commerce, POB 85084, Christchurch 7647, New Zealand.","Gan, C",Yes,Journal of Risk and Financial Management,2020,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,TRUE,1911-8074 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/25583,,0,https://www.mdpi.com/1911-8074/13/6/111/pdf,Yes,No,Yes,CHF,350,,,389,0,0,0,0,,,,Business & Economics,
10.3390/jrfm13060122,oa journal (via doaj),cc-by,gold,Microfinance Participation in Thailand,"Hemtanon, Wittawat; Gan, Christopher",2,No,"[Hemtanon, Wittawat] Lincoln Univ, Fac Agribusiness & Commerce, Lincoln 7647, New Zealand; [Hemtanon, Wittawat] Prince Songkla Univ, Fac Econ, Hat Yai 90110, Thailand; [Gan, Christopher] Lincoln Univ, Dept Accounting Econ & Finance, Lincoln 7647, New Zealand ",1,"Hemtanon, Wittawat, Gan, Christopher,","Hemtanon, W (corresponding author), Lincoln Univ, Fac Agribusiness & Commerce, Lincoln 7647, New Zealand.; Hemtanon, W (corresponding author), Prince Songkla Univ, Fac Econ, Hat Yai 90110, Thailand.","Hemtanon, W",Yes,Journal of Risk and Financial Management,2020,MDPI AG,true,journal-article,true,publishedVersion,publisher,Yes,researcharchive.lincoln.ac.nz ,1,Yes,TRUE,1911-8074 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/25583,,0,https://www.mdpi.com/1911-8074/13/6/122/pdf,Yes,No,Yes,CHF,350,,,389,1.5,0,0,2,http://www.altmetric.com/details.php?citation_id=84456714,"Faculty of Agribusiness and Commerce, Lincoln University, New Zealand; Faculty of Economics, Prince of Songkla University, Thailand; National Statistical Office, from the Ministry of Information and Communication Technology",,Business & Economics,
10.3390/jrfm13060119,oa journal (via doaj),cc-by,gold,Does Bitcoin Hedge Commodity Uncertainty?,"Hoang, Khanh; Nguyen, Cuong C.; Poch, Kongchheng; Nguyen, Thang X.",4,No,"[Khanh Hoang; Thang X Nguyen] Natl Econ Univ, Sch Banking & Finance, Hanoi 11616, Vietnam; [Khanh Hoang; Cuong C Nguyen; Poch, Kongchheng] Lincoln Univ, Dept Financial & Business Syst, Canterbury 7647, New Zealand ",1,"Khanh Hoang, Thang X Nguyen, Cuong C Nguyen, Poch, Kongchheng,","Hoang, K (corresponding author), Natl Econ Univ, Sch Banking & Finance, Hanoi 11616, Vietnam.; Hoang, K (corresponding author), Lincoln Univ, Dept Financial & Business Syst, Canterbury 7647, New Zealand.","Hoang, K",Yes,Journal of Risk and Financial Management,2020,MDPI AG,true,journal-article,true,publishedVersion,publisher,No,,0,No,TRUE,1911-8074 ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/25583,,0,https://www.mdpi.com/1911-8074/13/6/119/pdf,Yes,No,Yes,CHF,350,,,389,0.5,0,0,1,http://www.altmetric.com/details.php?citation_id=83724641,,,Business & Economics,
10.3389/fcvm.2020.00072,oa journal (via doaj),,gold,Inter-operator Reliability for Measuring Pulse Wave Velocity and Augmentation Index,"Elliot, Catherine A.; Hamlin, Michael J.; Lizamore, Catherine A.",3,No,"[Elliot, Catherine A.; Hamlin, Michael J.; Lizamore, Catherine A.] Lincoln Univ, Dept Tourism Sport & Soc, Christchurch, New Zealand; [Lizamore, Catherine A.] Ara Inst Canterbury, Dept Nursing Midwifery & Allied Hlth, Christchurch, New Zealand ",1,"Elliot, Catherine A., Hamlin, Michael J., Lizamore, Catherine A.","Elliot, CA (corresponding author), Lincoln Univ, Dept Tourism Sport & Soc, Christchurch, New Zealand.","Elliot, CA",Yes,Frontiers in Cardiovascular Medicine,2020,Frontiers Media SA,true,journal-article,true,publishedVersion,publisher,Yes,europepmc.org researcharchive.lincoln.ac.nz ,2,Yes,TRUE,2297-055X ,Yes,None,Yes,None,https://v2.sherpa.ac.uk/id/publication/27918,,0,https://doi.org/10.3389/fcvm.2020.00072,Yes,No,Yes,USD,1900,,,1900,0.25,0,0,1,http://www.altmetric.com/details.php?citation_id=80774836,,,Cardiovascular System & Cardiology,
10.1016/j.mran.2019.06.001,,,closed,Comparison of three modelling approaches to predict the risk of campylobacteriosis in New Zealand,"Al-Sakkaf, Ali",1,No,"[Al-Sakkaf, Ali] Massey Univ, Inst Food Nutr & Human Hlth, Palmerston North, New Zealand; [Al-Sakkaf, Ali] Lincoln Univ, Fac Agr & Life Sci, POB 85084, Christchurch 7647, New Zealand ",1,"Al-Sakkaf, Ali,","Al-Sakkaf, A (corresponding author), Massey Univ, Inst Food Nutr & Human Hlth, Palmerston North, New Zealand.; Al-Sakkaf, A (corresponding author), Lincoln Univ, Fac Agr & Life Sci, POB 85084, Christchurch 7647, New Zealand.","Al-Sakkaf, A",Yes,Microbial Risk Analysis,2019,Elsevier BV,false,journal-article,false,,,No,,0,No,false,2352-3522 ,Yes,12 months,No,,https://v2.sherpa.ac.uk/id/publication/35844,,0,,Yes,No,,,,USD,2200,2200,0,0,0,0,,,,Environmental Sciences & Ecology; Food Science & Technology; Microbiology,
